mssv,namsinh,gioitinh,dtbhk_1,dtbhk_2,dtbhk_3,dtbhk_4,dtbhk_5,dtbhk_6,dtbhk_7,dtbhk_8
0446F74EXPvAibaEXe8yiBl4rYjVW0cRgGdXUNYX,0,-1,8.82,9.08,9.23,8.76,8.42,8.54,8.83,9.06
044CC105XPvAibaEXe9lyNw7zdm99sNZWsMMd7wW,0,-1,6.54,7.05,6.29,6.85,7.27,7.04,7.62,8.33
045380DDXPvAibaEXe+ItThaeWSaTjqzWjK/+ZK7,1999,1,6.79,7.55,7.98,7.9,8.14,7.86,7.79,8.42
045412CEXPvAibaEXe+6wkETMZCyIZAB7oEBy8dg,0,-1,8.66,7.86,8.5,8.0,8.3,8.51,8.28,8.16
0457DCC0XPvAibaEXe/CDMtnBauOUNMC60BG9GmS,2000,1,7.24,7.93,7.44,8.0,8.38,8.31,8.29,8.14
045BA438XPvAibaEXe+2WNqGC1yvSPNgdEGhoQQx,0,-1,8.4,9.2,8.47,8.42,8.0,8.49,8.38,8.12
0460817DXPvAibaEXe/57ZZLpsI5pdWpukWEzeJA,2001,1,7.59,7.04,6.57,6.78,7.34,6.33,7.24,7.6
0463ACC3XPvAibaEXe+Ps8zYokGtSapa8Xbcuvzs,1999,1,6.54,8.7,6.7,7.78,7.12,7.14,7.65,7.34
0466A7B8XPvAibaEXe9syTSxuDl8vpkf7rdPLD8r,0,-1,8.95,8.94,8.36,8.68,8.74,8.48,8.87,8.55
046DFC1EXPvAibaEXe8d5+4VMyfVsJ8BKuqNRrBF,2001,1,7.04,7.58,7.59,8.35,8.16,8.14,8.93,8.76
04703EC6XPvAibaEXe+pyJpvsB6nZNTWzQVDye30,2001,1,5.0,4.55,4.78,5.8,6.21,6.02,5.89,7.06
04782F2FXPvAibaEXe9PMC4shTguo6ck0HN7QeAg,1999,1,6.28,5.7,6.73,6.37,6.49,4.77,5.4,4.08
047911D8XPvAibaEXe+fPSOag5leTYMAZx0GJa1L,1997,1,5.92,5.1,7.01,5.89,7.0,6.84,6.98,5.04
047B5CA3XPvAibaEXe8c53vaOKMxC239GQMYdXlR,1996,1,9.06,8.64,8.97,7.84,6.32,7.39,8.01,8.29
048D7432XPvAibaEXe/JRR+qhRXMm+5z8ZDG9qI1,1998,1,4.94,4.51,4.41,5.19,4.69,5.06,3.88,1.97
048FA4C0XPvAibaEXe87zPkGv/Pdbr2144f7+cX9,2000,0,7.16,8.22,7.34,8.2,6.48,8.0,8.58,7.88
04911A73XPvAibaEXe8p+Buz4QuyY8dcmE+1aEY7,0,-1,8.52,8.24,8.65,8.09,7.97,8.75,8.11,8.68
04937B4DXPvAibaEXe+KnWgScvZ27EaSNJL9HdvK,2000,1,5.38,3.84,6.57,7.95,7.74,6.72,6.22,4.68
04989E41XPvAibaEXe86mMJZ3W/SqcY8mLHhMdwA,0,-1,8.2,7.16,8.24,7.64,7.96,7.85,7.85,8.5
04993E46XPvAibaEXe/c+AA7R58MU9q6TAEVnxuT,2001,1,9.03,9.14,8.75,8.65,9.11,9.24,8.33,8.57
04999C75XPvAibaEXe8GsP3JAon4v+nvzV/VmQos,0,-1,5.58,7.89,5.37,6.46,5.51,7.14,7.26,7.73
0499BD34XPvAibaEXe8cSwcDAK/pUFr2X7+QevI0,1999,1,7.09,8.51,6.85,7.46,7.62,8.48,7.94,8.5
049B1D99XPvAibaEXe+7yjglV2dMp28RxoCMvatp,1998,1,6.71,7.16,7.39,7.76,5.88,6.17,7.44,7.48
04AD9652XPvAibaEXe/6muSCAeQUC/HrmBsgyb6e,1995,1,3.36,3.1,2.73,0.14,1.3,2.29,3.91,3.24
04AEE489XPvAibaEXe9u8ftW5AKWETBFyE+T26n4,2001,0,8.37,7.0,7.15,8.24,8.18,8.79,8.87,8.65
04B7A984XPvAibaEXe85pnNqK7QfqhKDMnMoWGNg,0,-1,7.38,6.95,6.43,7.94,6.22,5.18,6.25,5.81
04B8CFCFXPvAibaEXe/baiw3K4HkF2jQGbVW7zgO,1996,1,6.73,5.98,7.39,7.13,7.14,7.9,8.24,8.83
04BB5201XPvAibaEXe9wR386kYOWu9pD/KusWr/q,0,-1,9.19,8.93,8.9,8.39,8.66,8.67,8.78,8.19
04C4D9F8XPvAibaEXe+/MvKIb2VAVSyw+efhOMhT,1998,1,7.53,6.48,7.1,5.59,6.22,0.64,6.49,1.06
04C5C23BXPvAibaEXe8OUmHa5DLhUTJw8W+5VW8D,0,-1,8.74,8.92,8.88,7.59,8.89,8.4,8.33,8.31
04C81950XPvAibaEXe/ly4CLNSveRDKW02PJnm/0,0,-1,8.82,8.92,8.14,8.61,7.86,8.67,8.82,9.06
04C9CC0EXPvAibaEXe/S5mChdnrLm80qIvJ4ryp4,1996,1,6.74,5.91,8.2,7.57,7.33,6.8,7.3,7.17
04CA893BXPvAibaEXe/SouBySQ9Uj8rioKR0JeF/,1998,1,6.78,4.95,6.43,3.54,3.61,5.36,7.53,1.26
04CD33EBXPvAibaEXe++B0JyCbXA1LAC7v3DyD0t,2001,1,6.47,4.07,7.23,7.75,8.66,7.58,8.32,6.17
04CDB750XPvAibaEXe81fV8vPRwD6JYmHnM75CHO,2001,1,8.89,8.88,8.5,8.8,8.71,4.95,8.6,7.38
04D88553XPvAibaEXe8EoEN8tkksyX1oqJUl48N1,0,-1,7.57,7.02,7.93,7.04,6.42,7.69,6.89,6.78
04D98A42XPvAibaEXe9whL/t4cdMZYa7qJs9tdR2,1996,1,4.65,0.1,1.17,3.2,3.85,2.82,7.23,4.28
04DDFC34XPvAibaEXe8zLanLNVS12W6u8w3Iex7Z,1996,0,7.26,7.38,6.75,8.0,6.96,7.25,8.54,6.2
04E907A8XPvAibaEXe+duwZbUJ/33VkSKofqHhHZ,0,-1,8.78,9.05,8.54,7.77,8.5,8.31,8.64,8.56
04F1D2FBXPvAibaEXe+nNcqpVbk9mW5m1LZhoulC,2000,0,4.32,4.99,4.99,5.17,3.46,4.36,4.67,5.26
04F87408XPvAibaEXe80b1fr0fH/JuobsigdDkbt,1997,1,6.86,6.97,7.14,6.93,7.02,7.51,7.69,8.31
04F89839XPvAibaEXe8ge2UHv4J4B7N8hGEpTcLN,1995,1,7.05,7.95,7.88,7.72,8.78,8.2,8.91,8.8
04FDAA30XPvAibaEXe/Md8T4y692B3u2dfN+Z+ox,0,-1,4.17,2.94,5.32,5.39,4.4,3.74,5.06,4.64
0503FE6BXPvAibaEXe/el9TRAKM7gRqt8tonkLHU,2001,1,6.85,5.6,6.63,6.7,7.32,6.95,5.43,7.11
05088522XPvAibaEXe8Fsd3dnKA7Bc1+6v7wPmGw,0,-1,5.36,6.98,7.68,7.13,6.38,7.65,8.03,7.73
05092C76XPvAibaEXe//3t8+us0X0mVxYbHKgEu4,1994,1,6.27,6.73,7.32,6.57,5.53,4.73,5.19,8.09
050C0B15XPvAibaEXe+RaLErOlzghf6IG53IfKu6,1997,0,8.64,7.23,7.74,8.24,8.13,7.17,8.18,6.59
050F140DXPvAibaEXe8/V1eK05z04yfYqNp+lM9T,1997,1,7.33,5.31,6.1,5.7,7.73,6.71,7.97,7.88
052DD070XPvAibaEXe915NmCViXOMIckuNlCM3i6,1999,0,5.2,6.77,6.27,5.53,7.19,7.12,7.65,8.72
052F8D23XPvAibaEXe/eaktUZd/HYDNaDtwDRqFa,0,-1,7.14,7.93,6.94,6.85,6.62,7.11,7.68,7.81
0530224EXPvAibaEXe8Dld2HmzmH+kCtWglGcaLd,1999,1,8.29,8.04,8.1,8.35,8.34,8.77,9.2,8.68
054AFCA2XPvAibaEXe8iDpfibljbVA5Sfr30nHDC,0,-1,8.56,8.87,9.06,8.3,9.02,7.55,8.79,7.72
05540AD0XPvAibaEXe8yPFclSS+31nf1uHVqZbzf,0,-1,7.56,4.81,7.03,6.84,6.52,7.25,7.62,7.67
0554B4EFXPvAibaEXe87anst8v7ZscnDDdhB9RMd,0,-1,7.71,7.2,7.12,7.47,8.18,7.77,7.95,8.0
055BAF5DXPvAibaEXe/0VyaRB0LQpI2nprMmUPej,2000,1,9.22,8.27,8.26,8.38,9.21,9.18,9.23,8.53
055BC8B6XPvAibaEXe8ooYk4mkUGmEtvnAf/k5xO,1995,1,3.39,4.74,5.28,6.6,7.88,6.4,4.87,6.2
05654038XPvAibaEXe9JdUmjPcaT8qIMCNLlkTTg,1995,1,7.02,7.66,8.48,7.29,7.2,7.03,6.69,8.56
0571BDDAXPvAibaEXe8zN2KKhdLFutRJ2ofD5gnd,2000,1,6.82,7.14,6.69,7.28,6.24,8.19,7.98,8.94
0572F12EXPvAibaEXe80CrbkBDr5tWwm+CyP6i8i,2000,1,7.09,8.12,8.34,7.91,8.02,8.48,8.53,8.3
05788578XPvAibaEXe/QkTB1xN5MPFI5BYaSFqcG,0,-1,8.31,8.17,8.49,7.82,7.86,7.86,8.82,8.19
05790986XPvAibaEXe/HUuIVo8uCR806VMpIwFaa,1999,1,5.31,0.36,2.61,2.19,3.66,3.58,3.05,3.92
058F3258XPvAibaEXe+q0E3QguGBpZhJA/lqgre3,2000,1,8.12,6.98,7.96,7.85,8.1,7.97,8.39,7.5
0590426BXPvAibaEXe9VY3GVIF2YyGuRDsCtzwO6,0,-1,8.03,7.67,7.02,7.58,7.71,7.46,8.38,6.79
0597247FXPvAibaEXe+NyYotv4FWdZdBHNs2i/Tz,2000,1,8.25,3.61,6.83,6.28,3.81,3.71,6.44,5.79
05A4E85BXPvAibaEXe+6dFHuhEUn/rcqr3jRvGcp,0,-1,8.62,7.54,8.12,8.03,8.19,8.29,7.99,8.0
05B238ADXPvAibaEXe97/vKPISG06RpS8K/s/5C4,0,-1,8.71,7.61,7.99,6.29,7.53,5.85,6.59,7.85
05B6E41FXPvAibaEXe8LHfATqQ4bHrv3q9RncGj8,1996,1,2.62,3.54,6.1,3.43,5.69,4.6,3.51,1.51
05BE3C4FXPvAibaEXe9j81k8MH0oJwyKQAP8FKms,1996,1,7.29,8.15,7.79,8.71,8.82,8.69,8.12,9.1
05C14B33XPvAibaEXe8iOnzuCL8V+Iz8A3Kq02hS,2001,1,6.91,4.9,6.19,7.65,7.73,7.05,6.13,7.36
05CB7A7AXPvAibaEXe8/V1eK05z043Igv9Is0i3h,1997,1,6.88,6.88,7.62,7.59,8.63,8.48,7.68,7.93
05DB198AXPvAibaEXe/GvjCS9SJu0T1XKIlvK8Wd,0,-1,8.91,8.58,7.97,8.5,8.55,7.87,7.46,5.84
05E17E2BXPvAibaEXe/RTfMBxsNERftZF2fTACpt,2001,1,8.45,7.27,7.83,8.72,8.68,8.13,9.4,9.2
05E7D19EXPvAibaEXe8dEe4TA8wgH/vIXJ8D2J3d,1996,1,6.38,5.85,7.22,7.26,6.57,6.89,4.68,6.99
05ECC56DXPvAibaEXe8Is0U1Tzjs+42GeF7TzH5Y,0,-1,9.38,9.06,8.04,8.22,8.18,8.76,7.97,8.11
05EE77E5XPvAibaEXe+fBpTg8OXousIA2IYzVnHo,1999,1,7.8,8.4,7.91,8.51,8.1,8.61,9.5,9.73
05F1A443XPvAibaEXe+HLUCsScXdBrz7llnxuYa4,0,-1,7.27,6.79,7.01,7.46,6.96,7.02,7.16,6.7
05F97A96XPvAibaEXe83j+j2N9N4Isy0rCm2NY8n,0,-1,7.11,7.85,6.68,6.48,6.07,5.49,5.07,7.24
05FB97EDXPvAibaEXe+1n9LzrMgTlwuXodOCiGW6,2000,1,2.95,3.76,3.76,2.49,3.19,3.45,6.29,2.44
06140A8AXPvAibaEXe8CSUzma4ok0tGsDiSFrgHT,1998,1,6.85,5.99,8.2,6.03,6.67,7.3,7.92,6.71
0615CD35XPvAibaEXe8e/5ryJ9YpueaFgtGttatE,1996,1,8.04,8.21,7.62,8.08,8.91,8.74,8.28,8.9
061A670AXPvAibaEXe9fafwYRU+NpkvJumT/CzS9,1992,1,3.81,2.73,4.43,3.19,6.38,5.08,0.32,1.82
061D03BCXPvAibaEXe91UcttbrYag6MuRitfVOUg,2000,1,5.58,3.8,6.54,6.81,7.06,6.73,6.93,2.62
062433B8XPvAibaEXe9H934gSfpwpMZPqawzL8tw,0,-1,7.29,7.69,6.92,7.44,6.51,7.15,7.8,7.65
0624DFA3XPvAibaEXe/PfwiDaLddEgIUBZJiTywN,2001,1,6.83,3.92,5.05,6.96,2.6,6.65,3.26,3.56
06251B58XPvAibaEXe+ywvHYTnIXuL2YQZYUxAEG,2001,0,6.7,5.65,5.71,5.96,6.44,4.56,5.93,5.74
06263756XPvAibaEXe9tEkXNWDh2mnSTognW2I29,0,-1,7.64,7.06,7.57,6.93,7.9,7.58,7.72,7.89
062A7C5DXPvAibaEXe9sM5Z76WtjcyvdxUCpINfg,0,-1,8.67,7.98,7.83,8.21,7.34,6.8,6.89,8.27
0633E205XPvAibaEXe+eRvTdABjauc2FI+NeJEuS,0,-1,7.11,0.65,6.59,5.51,4.93,7.82,6.78,6.31
063FA88DXPvAibaEXe+ItThaeWSaTndzLvy0hCWF,1999,0,7.21,7.43,7.2,7.59,7.59,8.18,8.55,8.4
064389C5XPvAibaEXe9RaPDysYOKrMtjiEUbiJCc,0,-1,8.4,8.69,8.93,8.46,8.47,8.93,8.9,9.19
064464DAXPvAibaEXe8JyzRlwVelIy8hQn+xxXDa,0,-1,8.75,8.53,7.93,9.04,8.8,8.14,8.51,8.35
064F9755XPvAibaEXe/GEP39G15BdU1hEsk0HGhQ,1999,1,6.81,6.55,5.72,6.42,5.58,7.94,5.83,6.95
0653BDF3XPvAibaEXe9YgNnR0JxPhVp7ceoQS10H,2000,0,7.29,6.24,7.48,6.86,7.46,7.09,7.12,4.56
06690481XPvAibaEXe85pnNqK7Qfqo9NAJSGWEzh,0,-1,6.84,5.17,7.02,7.21,7.69,7.2,7.25,7.53
06702480XPvAibaEXe/qQxqlVrMEUl83tuYGERtW,0,-1,8.11,7.21,7.13,8.18,7.95,7.84,8.2,8.24
067C9634XPvAibaEXe8m7ybKj0ITr1/SgC/4nnRo,0,-1,5.95,7.14,8.17,7.22,7.14,7.31,6.45,7.18
067FAF4AXPvAibaEXe//vGIJhS4ZeC74A86bM89G,0,-1,8.71,9.25,8.38,8.69,8.35,8.13,8.09,8.26
0691AA94XPvAibaEXe++R9hzjt1s7wndXGR/a0YH,1997,1,6.34,4.44,7.2,5.83,5.82,5.87,6.9,5.9
0693A653XPvAibaEXe//vGIJhS4ZeCniAFwythOe,0,-1,8.76,6.26,2.25,4.33,6.7,7.12,7.3,6.68
06942BB3XPvAibaEXe9F+oU8wuNbqO0ZSSBkHohm,2000,1,7.21,7.22,6.53,7.31,7.32,8.41,8.7,8.8
06998B2CXPvAibaEXe+bKzu5Vl6iJV5JeQwVTpeN,0,-1,8.33,8.79,8.61,7.28,8.45,7.31,8.57,8.5
069AF457XPvAibaEXe/RbkbxRffggx04UvAQcJzz,0,-1,7.81,8.74,7.89,6.82,8.24,8.69,7.74,8.36
06A0EB54XPvAibaEXe/Ko3VBeq65/7o9+P9o0/JJ,1996,1,6.29,5.44,7.33,5.74,6.48,4.62,7.0,7.75
06AF4558XPvAibaEXe8eJZh5OyStbMQ0oi5wpMJM,1998,1,8.05,7.14,8.11,7.35,7.67,7.98,7.86,7.94
06B1E339XPvAibaEXe+9uXUaDIzyiCvG6Z0IL8M6,1999,1,7.48,7.49,8.03,7.4,6.66,7.54,7.8,8.8
06B78A83XPvAibaEXe+b/3AZFelvL6x33ODd3+Y5,2001,1,6.49,5.46,3.83,5.73,1.99,0.18,0.27,5.3
06BFA130XPvAibaEXe/+PcSgI7YkeSntP5em9h+w,1995,1,5.32,5.14,6.85,6.12,6.67,4.98,5.28,5.04
06C6AAD0XPvAibaEXe+sfU1lcH9y3zgRyMrp1zMy,1995,1,8.02,7.89,7.6,7.88,7.83,7.69,7.92,8.45
06CAB726XPvAibaEXe8zi/ZLIzSiuLmD7Jnj+Ekw,2001,1,8.61,8.35,8.13,8.72,8.53,8.79,8.5,8.8
06D33082XPvAibaEXe8srAaK3cpz/7AD31CqVMfx,0,-1,7.83,8.04,7.14,5.81,6.36,6.71,5.73,6.3
06D3D633XPvAibaEXe+ai34rvuG7eBcAMYeGeXqe,1996,1,7.44,7.15,6.65,7.45,7.84,6.73,7.64,9.32
06D413B1XPvAibaEXe+3bWVxnzRRwNg6g5IkrIob,1999,1,7.29,8.12,6.84,6.48,8.11,7.22,8.33,7.83
06DEC3FFXPvAibaEXe/twT+sf632fctdpzTwNzBW,2001,1,7.38,7.66,6.69,7.05,7.97,8.45,9.2,8.42
06EAC365XPvAibaEXe/4brcB/U30UuVMaZ98a2m1,0,-1,6.66,5.26,6.68,7.09,6.83,7.16,7.55,8.31
06EE19F0XPvAibaEXe/X5ZhFzI36lMJt224yvGay,1997,1,7.21,5.79,4.78,6.83,7.22,7.21,7.45,7.3
06EEDB7DXPvAibaEXe8E6yzSPpyFOfvrOcCQyyax,2000,1,7.01,6.49,7.02,5.69,6.89,7.79,8.37,7.43
06F130EDXPvAibaEXe96mG7+vayRPjKbnr1Br6bi,2001,1,8.31,7.45,8.0,8.7,8.4,8.19,8.76,8.65
06F4B388XPvAibaEXe8AEUw13Ud6Kn7PJ7EwNXGt,1996,1,7.77,5.81,6.94,6.62,5.24,7.11,6.76,8.62
07041016XPvAibaEXe+iIJOpfrvDw0cyN3jgSrMf,2001,1,7.44,8.27,7.35,8.45,7.23,8.33,8.57,8.47
070648B8XPvAibaEXe//eUaw4J38K1LhhDp5NbpI,1997,1,6.99,5.02,8.3,8.44,8.13,8.25,6.65,8.02
07069D8FXPvAibaEXe+IUXdezTp2c1S1SSP0JNZK,0,-1,6.18,8.05,8.07,7.61,7.85,7.56,8.25,8.37
0714AAFCXPvAibaEXe+n07P56kWx2K5jZFI+QYFv,1999,1,4.89,1.68,0.15,1.13,1.71,3.35,2.92,4.95
0718948FXPvAibaEXe9HkCcrMxoMGZDQ7OJk9EOZ,0,-1,8.21,9.27,9.06,8.39,8.53,8.73,9.11,8.72
071ED53EXPvAibaEXe90z1QOLCQ2gtGCVejLRT52,2001,1,9.2,7.96,8.21,8.93,8.1,9.0,9.3,9.6
0726EC2DXPvAibaEXe+XNXOqfiZ3jB11oEq9FI4W,1995,0,6.68,6.32,6.4,6.85,6.29,6.48,7.23,6.77
073017B5XPvAibaEXe99GOtI/HwJhbPV+ZJNjoLY,1995,1,5.89,5.26,6.1,6.44,7.08,6.78,6.84,6.41
07361D61XPvAibaEXe+RuJt6KkmrDMU9KkGea7Z9,0,-1,8.28,7.97,8.18,7.9,7.53,8.17,8.4,9.08
07368C8DXPvAibaEXe9tEkXNWDh2mm8KSYXhI9TW,0,-1,6.46,7.5,7.3,7.77,8.06,8.0,7.46,6.86
0736CBEFXPvAibaEXe+IHpyKtVpYLLQNAYPT4mpP,0,-1,8.02,6.52,6.36,6.04,5.83,6.69,6.35,4.47
073CCB16XPvAibaEXe+Fy1phPq2H8pTMzaqE19dh,2000,0,7.08,7.24,7.52,7.46,8.17,8.55,7.79,7.62
073DEC43XPvAibaEXe+7Ce1uw1ikU584E//0yzcK,0,-1,7.55,7.71,7.48,7.74,6.51,6.96,7.5,7.44
07401B1CXPvAibaEXe+g4Lk2o86SJ077zo0VZ566,0,-1,8.5,8.74,8.55,5.79,8.68,7.88,8.19,8.74
07426A2DXPvAibaEXe/WIUWn3FBMGFtUuJbL3l6V,1997,1,4.15,2.07,2.03,4.35,0.43,2.44,3.64,4.88
0747BAEDXPvAibaEXe+iM+1kwvQGhP2U/PHYntkn,0,-1,7.48,7.79,7.34,6.89,7.86,7.13,7.56,7.73
074D6770XPvAibaEXe8XtTI6VHhlKNbBRQvxJav8,2000,0,5.93,4.95,6.05,5.7,5.59,7.13,8.34,6.65
074D8586XPvAibaEXe8s1xx8DWM0qvMydWkQI9z8,1995,1,6.8,6.5,7.96,8.74,8.68,8.0,9.01,8.84
075CAE0AXPvAibaEXe/7jEMhYBA6GRpJvL6kzgyG,1998,1,6.72,6.76,9.08,8.17,8.27,7.92,8.82,8.77
075D9A76XPvAibaEXe9tfuiDUlISNF0foU5mrvy9,0,-1,8.31,7.5,6.92,7.52,7.26,7.56,7.99,6.75
076028C7XPvAibaEXe9KS65t7Tb/qNPAjp/Vir5E,1998,0,9.15,8.61,9.03,8.85,9.38,9.43,9.53,9.6
07604F47XPvAibaEXe+6MN9FoW2mqQgwnVqNRjxt,1995,1,5.59,4.34,6.83,5.91,6.68,5.57,1.3,0.52
07608346XPvAibaEXe/baq/wvVlH/ioEKQZTR4v2,1999,0,7.59,6.99,7.18,7.65,7.76,7.66,7.67,7.39
076F01E1XPvAibaEXe//vGIJhS4ZeIvGApGfI7jH,0,-1,7.51,9.21,8.05,9.02,8.01,8.82,7.85,8.64
076F6E85XPvAibaEXe9xO+RAnsxzcyXZYk2NOI1q,0,-1,8.06,7.77,7.06,7.74,7.94,7.98,8.04,7.28
0775612BXPvAibaEXe/HUzLtjodNT3ylnUJVbRPj,0,-1,7.13,8.73,8.39,7.35,8.21,7.89,7.27,8.61
07817291XPvAibaEXe9ooDD4nQRYzs8lZ/giUy5g,0,-1,8.62,8.25,8.37,8.52,8.61,8.42,8.09,8.78
078A0977XPvAibaEXe+j7vjVxEt8rzItorvAbDBH,0,-1,6.62,4.54,5.06,4.26,7.22,7.08,6.92,6.17
078D0A90XPvAibaEXe8zjuWfAVBr9RfmtHhE0FTo,1998,0,7.62,7.2,7.77,7.46,8.28,8.09,7.04,7.96
078E6C4EXPvAibaEXe+iXJpjy6UOMKV9AJg2HsFJ,1996,1,6.15,6.8,6.35,7.37,7.58,5.49,7.88,6.6
0794602AXPvAibaEXe9QSg4kScpiFw8hbgm4ujwa,2000,1,7.05,6.45,7.26,7.64,7.38,8.0,8.26,7.48
07948896XPvAibaEXe/GJ3MUiqGRmySlRSNe7s6R,0,-1,5.52,6.71,6.23,5.95,7.05,6.15,6.54,7.22
079AB0A7XPvAibaEXe9QOCtJVbMuSe1pW0Yy5yuf,0,-1,5.79,4.66,7.0,6.54,6.31,7.04,5.9,6.92
079AC3CCXPvAibaEXe8UkZVD+5XbrMQZiu8kPWJs,2001,1,6.61,6.12,5.63,6.05,6.13,5.24,7.04,6.42
079EAEDBXPvAibaEXe85hkLGQAJy3bkv6Jx+gOtD,2000,1,7.56,6.34,7.62,7.93,7.28,9.18,8.7,8.6
07A5DF5DXPvAibaEXe/iIkJq57vD7xT1F93WH+20,1997,1,8.04,6.4,7.37,7.92,7.83,7.92,8.73,7.92
07A6BB91XPvAibaEXe8xN1Ehxu1cbwH2ptHdj1dG,2001,0,8.66,8.32,7.53,8.44,7.96,7.68,9.06,8.58
07AB7D7CXPvAibaEXe88DMpF1KL2K8grHmo2sNfU,0,-1,8.39,8.14,7.61,8.3,7.96,7.77,7.96,8.52
07AC7079XPvAibaEXe+mHx0IQExG1PTwfLwfe9zF,0,-1,6.77,5.26,6.53,6.3,5.74,3.79,6.59,6.92
07AE5C96XPvAibaEXe9FiaSoce50DNjROw8Ku1H9,1995,0,6.48,7.33,6.91,6.82,7.53,7.1,7.78,7.17
07B199C7XPvAibaEXe8NowY/Kl2AXhRCYVw9Upq0,1999,1,4.99,4.46,6.93,6.54,0.28,3.77,4.59,5.17
07B456DFXPvAibaEXe/Y5MNhmO/7o4jqDhK0hPph,1999,1,5.73,6.77,6.51,6.04,6.32,7.47,7.62,8.0
07BAC9D6XPvAibaEXe9BRb1hYNmZ5kmfiOSuhJCu,0,-1,7.78,7.83,6.98,7.48,7.29,7.57,7.76,7.35
07BC2D08XPvAibaEXe80b1fr0fH/Jqhggu8L1RSW,1997,1,9.02,7.36,7.64,7.36,7.74,7.33,8.66,8.37
07CD6433XPvAibaEXe+02ryNj/uIXwtqN+gWpm6M,1997,1,6.41,5.18,3.71,3.55,4.26,4.81,4.91,2.18
07ECA8C7XPvAibaEXe8VQgmAEjfeNoN76PCifDde,2000,1,6.56,4.58,7.14,8.01,6.71,6.75,7.71,6.65
07EEC4C4XPvAibaEXe9IpNurqmndXApKlNW6Ys4d,0,-1,7.45,8.7,8.46,7.6,7.86,7.84,8.16,7.79
07EF3044XPvAibaEXe+nNcqpVbk9mcggQOIook60,2000,1,2.58,3.63,5.72,4.34,4.22,3.12,3.25,2.83
07F0B649XPvAibaEXe9S6E9ioiUfBGwa4H6CUbKK,1997,1,4.9,3.27,3.97,5.55,4.45,4.32,2.55,1.94
07F381A7XPvAibaEXe/HJrkqSpA43Xljzy3G8WK+,0,-1,6.26,4.23,4.38,5.41,6.22,3.83,4.38,5.71
07F9A79EXPvAibaEXe/Tx838KM/cyg/z136edaYf,2001,0,7.81,7.26,7.51,7.82,7.59,7.69,8.25,7.43
08067641XPvAibaEXe8Dld2HmzmH+mZhc7UPJjE8,1999,1,6.87,6.62,7.55,8.0,6.79,7.17,6.76,8.21
080E5D29XPvAibaEXe8eipYZNlRNfjglv2AKu9ES,0,-1,5.09,4.89,3.86,5.88,4.47,5.92,5.94,4.94
08182AD5XPvAibaEXe+3sZoWnetaj2dDhEcMJno9,1998,1,5.56,5.59,5.72,6.74,7.58,7.83,7.81,7.85
081B601DXPvAibaEXe9RBNO8knVPD9AgF+6CJerg,1994,1,7.62,3.9,6.12,5.7,5.66,6.72,8.0,7.8
0821621DXPvAibaEXe/btl79MArZLF7Vr4ovU5Xz,1996,1,5.88,6.01,6.82,7.7,7.56,8.01,7.06,8.26
08245B1BXPvAibaEXe/OS4eb0G5N4gR61g9w5JG8,2000,1,7.73,6.88,5.87,7.35,6.63,7.51,8.4,7.37
082BFDC5XPvAibaEXe8w1z3B0Nfbk8u35dHToArE,0,-1,7.52,5.91,8.15,8.11,7.89,7.98,7.29,7.68
082CA1BDXPvAibaEXe9h45naFhFKYgXejbIyWnsM,1995,1,7.5,7.43,8.6,8.71,8.87,9.13,9.03,8.08
0835A296XPvAibaEXe+WyjAMa+c6gl9Iw5QpdaDA,2001,1,6.08,3.65,6.0,7.31,7.65,7.78,7.49,6.72
083A7395XPvAibaEXe+QctIYCWb8TDKLqdRGe1ks,0,-1,5.53,4.28,5.22,4.13,4.82,5.22,5.03,5.34
083DD240XPvAibaEXe+gsTDvgY5pDqmMCJZkOYCz,1995,1,7.08,6.61,6.97,6.94,7.0,7.05,7.18,7.06
0843D042XPvAibaEXe9xLAZM12QrYP2pbxIquXL1,0,-1,8.25,8.56,8.63,8.44,8.17,8.84,8.92,8.56
0850B0F9XPvAibaEXe/twT+sf632fdDzR/0GA7ku,2001,1,5.23,3.23,3.63,5.5,5.53,5.19,0.33,2.45
0852976FXPvAibaEXe8BcBqSm3bVhj7PwHsplpJx,2001,1,5.44,0.51,2.52,6.21,0.92,0.19,1.01,2.61
08573CE9XPvAibaEXe+T+pdYLenbrucq28CqwkCu,1999,0,6.53,7.85,8.44,7.66,8.14,7.93,8.13,8.6
08616517XPvAibaEXe/hbpXNN0JwR9bG86Wh2S7V,0,-1,8.85,8.65,7.86,8.69,8.71,8.15,8.2,8.72
08624366XPvAibaEXe80F7xvyMuvyPVvrG7GXaRO,2001,1,9.41,8.95,9.41,9.46,9.13,9.29,9.3,9.12
0862B608XPvAibaEXe9i7Lm5hcsAnxxUOt0fMFu4,2000,1,8.36,8.24,7.01,8.03,7.89,7.89,8.98,8.51
0869AC1AXPvAibaEXe9puzAyruoCKS8Bvkqa7arm,2000,1,7.35,6.46,5.86,8.38,7.86,8.48,8.83,8.67
086DF147XPvAibaEXe/q/d6S7LoUw4tVaLlsfE7p,2001,0,7.38,7.05,6.39,8.6,7.43,6.84,5.53,4.95
08782EBCXPvAibaEXe9zVZKaStZ09MV9x0bcbU8i,2001,1,5.11,2.38,7.19,8.34,8.91,8.33,7.7,7.87
